video_id,channelTitle,title,publishedAt,description,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount,publishedDay,durationSecs
MCBQ6UFUrP0,Bong Eats,Lau Shukto | Easiest Bengali Shukto Recipe,2017-06-30 03:00:01+00:00,"Lau Shukto, or shukta, made with bottle gourd, is a mild, creamy, Bengali appetiser served for lunch. Shukto is not just one dish. Like Bengali dalna, or ghonto, it is a type of preparation. Shukto usually has a bitter element—achieved sometimes using bitter vegetables, at other times through bitter spices such as methi (fenugreek) or mustard. But it is always mild (never hot, sour, or spicy) and usually creamy—that comes from either milk, or poppy seed paste, or mustard paste. Shukto is always served for lunch. This is one of the easiest shukto recipes out there.

View the FULL RECIPE at https://bongeats.com/recipe/lau-shukto/
______________________________________________
RELATED VIDEOS
Lau'er ghonto: https://youtu.be/F1vhnAPpJzY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz 
Lau'er khohsa bhaja: https://youtu.be/vqtAmpsppi4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Tito'r dal: https://youtu.be/EZMuX05_eGU?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Shonajhuri"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT5M27S,hd,true,349087.0,5677.0,0.0,262.0,Friday,327
1UpCYhstIzo,Bong Eats,Tel Potol | Potol'er Tel Jhol | A Light Curry with Pointed Gourd (Parwal),2017-06-23 03:00:00+00:00,"‘Tel jhol’ is the name given to a light curry, which is infused with kaalo jeere, green chillies, and mustard oil. As the name suggests, 'tel' or mustard oil is an important component of the base of the curry. In such preparations, mustard oil is used twice—once while cooking and at the end for garnish. This intensifies the flavour of the curry. Potol'er tel jhol is a delicacy. This recipe is made with small or kochi potol (pointed gourd or parwal). The baby potol soak up the jhol and become plump and juicy, making for a perfectly delicious, yet light, summer torkari.


______________________________________________
RELATED VIDEOS
Pabda machh'er tel jhol: https://youtu.be/AMfGfjhJFNM?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Kumro'r jhal: https://youtu.be/4rVfH1biVvc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Priyo Phuchkawala"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT4M35S,hd,true,347507.0,6847.0,0.0,240.0,Friday,275
kfjfXc3HhfY,Bong Eats,Fried Onions or Birista,2017-06-20 17:00:03+00:00,"Almost any onion-based gravy (think, bhuna, kosha, kaliya) benefits from the addition of fried onions or birista along with sautéed onions. The golden, caramelised onions add a unique dimension to the preparation. Birista is also used as garnish for polaos, haleems, and several other dishes. 

View the FULL RECIPE at https://bongeats.com/recipe/khichra-bohra-haleem/
______________________________________________
RELATED VIDEOS
Bohri khichro or haleem: https://www.youtube.com/watch?v=V1M_rH3sz0I
Keema'r doi bora: https://youtu.be/RNZaVFTx5cA?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Basic keema recipe: https://youtu.be/lKWTtvZNeDM?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Chicken kosha: https://youtu.be/u6vCNSosGrc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Dim'er dalma: https://youtu.be/bMuoNOjW4Wc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Priyo Phuchkawala"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT1M55S,hd,true,112578.0,2130.0,0.0,50.0,Tuesday,115
V1M_rH3sz0I,Bong Eats,"Haleem, Bohra-style Khichra or Khichro | Ramzan Special",2017-06-16 06:46:57+00:00,"Khichro (also called khichra) is a typically Bohra Muslim preparation. Like the more popular haleem found in Calcutta during Ramzan, khichro is made by slowly cooking meat and grains together till the meat falls off the bone. Khichro is a special dish, being most prominently consumed communally on the tenth day of Muharram by Bohris across the globe, but it is also a very homely preparation, eaten throughout the year. It is deceptively light. In spite of the fact that a lot of onions, spices, meat, milk, and ghee goes into its preparation, it is, underneath all that, a very hearty porridge of various kinds of grains. Khichro is distinctive in that it is pale in colour; it doesn’t make use of turmeric powder, chilli powder, jeera powder, and other such spices. Apart from meat, its main ingredient is broken wheat (dalia can also be used).

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/khichra-bohra-haleem/
______________________________________________

🎥 RELATED VIDEOS
🎬 Shahi garam masala: https://youtu.be/9O6cw2jE4Jw?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
🎬 How to make birasta: https://www.youtube.com/watch?v=kfjfXc3HhfY
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

👕 GET THE BONG EATS PHUCHKA T-SHIRT!
https://www.bongeats.com/store
______________________________________________

🎶 MUSIC 
“Shonajhuri” composed by Bemanan ©Bong Eats,

🎧 GET THE ALBUM (© for listening only)
https://kit.com/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT9M56S,hd,true,273615.0,6470.0,0.0,614.0,Friday,596
E1oimNgvzGc,Bong Eats,Prawn Cocktail—Mocambo-style | Shrimp Cocktail | Cocktail Sauce Recipe,2017-06-09 03:00:02+00:00,"This is a cool, refreshing, satisfying prawn cocktail recipe, inspired by the item on the menu of the legendary Calcutta restaurant, Mocambo. It doesn’t take a wizard to figure out why a “cocktail” of sauces with a generous sprinkling of shrimps/prawns is so popular in Calcutta. It essentially comprises flavourful, juicy prawns (poached in an aromatic court bouillon), coated with a delicious, sharp, punchy Marie Rose sauce (cocktail sauce). 

View the FULL RECIPE at https://bongeats.com/recipe/prawn-cocktail/

[In this series, we tip our hats to some of our favourite dishes available in the restaurants, cafés, and cabins of Calcutta. Our purpose in doing so is to document their existence, and give people a way to recreate them if they happen to live away from the city. Make these at home, or hunt them down from the source—irrespective of how you get your hands on these items, we hope you enjoy them.]
______________________________________________
RELATED VIDEOS
How to clean and devein prawns: https://youtu.be/e6Qka7F9AL4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Coffee House egg sandwich: https://youtu.be/o6HHAGIAWVI?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Mughlai porota: https://youtu.be/i0Vs0hkuuVE?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Bitters at the Saloon"" by Bird Creek and ""Sing Swing Bada Bing"" by Doug Maxwell/Media Right Productions",PT3M46S,hd,false,186576.0,4709.0,0.0,217.0,Friday,226
4rVfH1biVvc,Bong Eats,Kumra'r Jhal | Bengali Kumro Recipe | Easy Light Pumpkin or Butternut Squash Curry,2017-06-02 03:00:00+00:00,"This is a fun, vibrant, light curry of pumpkin infused with the classic combination of flavours of green chillies and nigella seeds. Kumro'r jhal It is extremely easy to make (it doesn’t require you to spend several minutes sauteing spices) and can be knocked out in under 30 minutes. If you do not have unripe or green pumpkin on hand, butter squash will work well too.

A jhal is a type of Bengali curry characterised by the sharpness of its flavours, unlike its close cousin, the jhol, which is usually more mellow. This recipe, kumro’r jhal, is defined by the heat and aroma that comes from freshly crushed green chillies and kaalo jeere. Here, these are not only used as phoron, but also pasted and added to the curry itself. Apart from that, this unusual jhal recipe also makes use of coconut paste, some milk, and a pinch of flour, all of which render a light, yet creamy, gravy. 

View the FULL RECIPE at https://bongeats.com/recipe/kumrar-jhal/
______________________________________________
RELATED VIDEOS
How to cook rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Lau'er ghonto: https://youtu.be/F1vhnAPpJzY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Teto'r dal: https://www.youtube.com/watch?v=EZMuX05_eGU

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Shonajhuri"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT3M55S,hd,true,241876.0,4195.0,0.0,206.0,Friday,235
EZMuX05_eGU,Bong Eats,"Teto'r Dal Lau, Uchhe/Korola diye | Bengali Moong Dal with Bitter Gourd | Lauki Moong Dal",2017-05-26 03:00:01+00:00,"This is a wonderful Bengali moong dal recipe for the spring-summer months. It is light, mellow, and nutritious, to say nothing of delicious. This dal gets its name from the fact that it contains korola or bitter melon; ‘teto’ literally means bitter. 

View the FULL RECIPE at https://bongeats.com/recipe/tetor-dal-lau-diye/
______________________________________________
RELATED VIDEOS
How to cook rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Begun bhaja: https://youtu.be/TKkzlsSpzEc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Alu sheddho: https://youtu.be/VcK4c7xqbI0?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Korola bhaja: https://youtu.be/ETLTfS7T8m4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Lau'er ghonto: https://youtu.be/F1vhnAPpJzY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Priyo Phuchkawala"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT4M39S,hd,true,245184.0,4300.0,0.0,199.0,Friday,279
mOc1QdNHHEw,Bong Eats,Panta Bhat Recipe | Basi Pakhala or Poita Bhat | Bengali Fermented Rice Congee,2017-05-19 03:00:04+00:00,"Panta bhaat is a centuries-old recipe that involves fermenting cooked rice overnight. Consumed in summer, panta bhaat supplies probiotic bacteria and plenty of micronutrients that aid digestion. It produces a soporific effect that is conducive to a siesta that Bengalis love.

The fermentation of the rice carbohydrates by good bacteria increases the availability of a lot of micronutrients and minerals in the rice.

View the FULL RECIPE at https://bongeats.com/recipe/panta-bhat/
______________________________________________
RELATED VIDEOS
How to cook rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Kacha aam diye tok dal: https://youtu.be/qzhX6hWjH0M?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Alu sheddho: https://youtu.be/VcK4c7xqbI0?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Katla machh bhaja: https://youtu.be/fC4lcB2Crjw?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Chowringhee"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT4M,hd,true,583654.0,13490.0,0.0,1066.0,Friday,240
F1vhnAPpJzY,Bong Eats,"Lau er Ghonto Moong Dal, Bori Diye | Bengali Lau Recipe | Bengali Spicy Curried Bottle Gourd",2017-05-12 03:00:01+00:00,"Lau’er ghonto, the close cousin of Lau Chingri, is a dry, hot-and-spicy curry that is prepared by steaming the bottle gourd in its own juices. This dish benefits from a low-and-slow cooking method, which really helps draw out all the flavours of the lau. The vegetable is to be cut into about 3-mm-wide matchsticks. Larger pieces will not only fail to yield curry of the desired texture, but will also prevent the seasoning and spices from entering the lau. Throughout the cooking process, keep the heat low and the pan covered. Stir occasionally to ensure that the lau doesn’t stick to the pan. In this version of the lau’er ghonto, besides the usual suspects (ginger, cumin powder, garam masala, etc.), we have also added some roasted moong dal and fried dal’er bori. Both these lend the preparation an amazing nutty undertone, along with a subtle bit of crunch. This dish can be absolutely delightful if prepared right.

View the FULL RECIPE at https://bongeats.com/recipe/lau-ghonto-with-moong-dal-bori/
______________________________________________
RELATED VIDEOS
Lau'er khosha bhaja: https://youtu.be/vqtAmpsppi4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Plain mosur dal: https://youtu.be/plb-4p9V6U4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Bhaja moong dal: https://youtu.be/_7jKLiPOEFo?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to cook the perfect rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Priyo Phuchkawala"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT4M39S,hd,false,770146.0,12925.0,0.0,331.0,Friday,279
lKWTtvZNeDM,Bong Eats,Basic Keema Recipe | Dry curried minced meat,2017-05-09 04:00:03+00:00,"This is a recipe for simple cooked keema (minced meat). It is extremely easy to make, and is spiced with some green chillies and shahi garam masala. This preparation is not meant to be eaten on its own, but is to be used in other recipes (such as in Mughlai paratha or keema dahi vada).

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/basic-keema
______________________________________________

🎥 RELATED VIDEOS
🎬 Mughlai paratha: https://youtu.be/i0Vs0hkuuVE
🎬 Keema'r doi bora: https://youtu.be/RNZaVFTx5cA
🎬 Shahi garam masala: https://youtu.be/9O6cw2jE4Jw
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
“Priyo Phuchkawala” © Bong Eats by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT1M51S,hd,false,85444.0,1317.0,0.0,45.0,Tuesday,111
RNZaVFTx5cA,Bong Eats,Rabindra Jayanti Special: Keema'r Doi Bora | Mince Koftas in Yoghurt | Thakurbarir Ranna,2017-05-05 03:00:02+00:00,"Keema’r Doi bora: It is impossible to overstate the impact of the Tagore family on the Bengali way of life. Even after two centuries, the Tagores define every aspect of what it means to be a Bengali—be it music, literature, art, philosophy, politics, or food. With Rabindranath’s birth anniversary coming up on 25 Boishak (9 May), and given the bard’s love for kababs of all kinds, we thought of recreating this unusual take on the wildly popular Indian snack, dahi vada.

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/keemar-doi-bora/

📕 GET THE BOOK 
Thakurbari’r Ranna: https://www.amazon.in/dp/8170660181?tag=bongeats0c-21
______________________________________________

🎥 RELATED VIDEOS
🎬 Shahi garam masala: https://youtu.be/9O6cw2jE4Jw?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
🎬 Bhaja masala: https://youtu.be/gGmCPwauVBs?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

👕 GET THE BONG EATS PHUCHKA T-SHIRT!
https://www.bongeats.com/store
______________________________________________

🎶 MUSIC 
“Shonajhuri” composed by Bemanan ©Bong Eats,

🎧 GET THE ALBUM (© for listening only)
https://kit.com/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT5M17S,hd,false,185353.0,5263.0,0.0,227.0,Friday,317
ETLTfS7T8m4,Bong Eats,Korola Bhaja/Bora | Karela Bhaji | Bitter Gourd Fritters,2017-04-28 03:00:00+00:00,"View the FULL RECIPE at https://bongeats.com/recipe/korola-bhaja-in-batter/

This recipe shows you how to prepare korola bhaja—batter-fried rings of bitter gourd—in just 20 minutes. 

______________________________________________
RELATED VIDEOS
Plain mosur dal: https://youtu.be/plb-4p9V6U4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Kacha aam diye tok dal: https://youtu.be/qzhX6hWjH0M?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to cook the perfect rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Lau'er khosha bhaja: https://youtu.be/vqtAmpsppi4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Priyo Phuchkawala"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT2M51S,hd,false,114626.0,2614.0,0.0,111.0,Friday,171
qzhX6hWjH0M,Bong Eats,Tok Dal Kacha Aam diye | Sweet and sour Bengali dal with green mango,2017-04-21 04:06:50+00:00,"View the FULL RECIPE at https://bongeats.com/recipe/tok-dal-aam-diye/

A refreshing Bengali dal recipe: As spring turns to summer in the lower-Gangetic plains, people start preparing for the oppressive heat of the months to come. Cooling foods slowly start getting incorporated into the diet to combat the rising temperatures. But perhaps nothing signals the arrival of spring in Bengal than the kalboishakhi—spells of late-afternoon thunderstorms that are localized to the region. One byproduct of this north-westerly cyclone is that it causes a lot of mangoes to prematurely fall off trees. While that is not good news for ardent lovers of this fleshy, tropical fruit, it gives us an opportunity to prepare a rather delightful tok dal out of the unripe, sour, green mangoes.

______________________________________________
RELATED VIDEOS
Alu sheddho: https://youtu.be/VcK4c7xqbI0?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Tomato & curry pata diye mosur dal: https://youtu.be/PJ5aQh_ILPo?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to cook the perfect rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Panta bhaat: https://youtu.be/mOc1QdNHHEw?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Chowringhee"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT3M55S,hd,true,697584.0,11807.0,0.0,316.0,Friday,235
fC4lcB2Crjw,Bong Eats,Katla Maach Bhaja | Bengali Katla/Rohu Fish Fry,2017-04-14 03:00:02+00:00,"View the FULL RECIPE at https://bongeats.com/recipe/rohu-katla-fish-fry/

Katla machh bhaja is a biyebari staple. The reason this dish occupies a special position on wedding menus is because the tender, flaky, relatively bone-free pieces of sweetwater carp make for delicious and easy consumption. Biyebari’r machh bhaja is characterised by an extra-crunchy exterior, one that almost crackles when broken into. While fish fried in homes is seasoned with a sprinkling of basic salt and turmeric, caterers use ingredients such as arrowroot powder and corn flour to absorb excess moisture and thicken the marinade. Deep-frying the fish (another biyebari trick) at the correct temperature allows for the development of an even, golden crust.
______________________________________________
RELATED VIDEOS
Plain mosur dal: https://youtu.be/plb-4p9V6U4?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to cook the perfect rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Phulkopi diye koi machh'er jhol: https://youtu.be/q6q2PZLSOSI?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Pabda machh'er tel jhol: https://youtu.be/AMfGfjhJFNM?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC 
""Chowringhee"" by Bemanan (https://www.youtube.com/user/bemananmusic)",PT2M44S,hd,false,233813.0,4591.0,0.0,215.0,Friday,164
7FiVDkUjkF4,Bong Eats,Lobongo Lotika Recipe | Bengali Sweets Recipe | Lavang Latika,2017-04-07 02:30:00+00:00,"Lobongo Lotika recipe: Bengali cuisine is no stranger to sweet tea-time snacks, and certainly not to those that involve kheer, flour, and deep-frying. Lobongo lotika, like mishti shingara and goja, is a flaky, deep-fried, sugar-syrup-coated pastry. Like the mishti singara, it is also filled with kheer. But what gives lobongo lotika its whimsically poetic name is the fact that the kheer envelopes, once folded, are sealed with a single clove (lobongo)

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/lobongo-lotika/
______________________________________________

🎥 RELATED VIDEOS
🎬 Kheer: https://youtu.be/PzFXjD8D3AY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

👕 GET THE BONG EATS PHUCHKA T-SHIRT!
https://www.bongeats.com/store
______________________________________________

🎶 MUSIC 
“Shonajhuri” composed by Bemanan ©Bong Eats,

🎧 GET THE ALBUM (© for listening only)
https://kit.com/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT6M13S,hd,false,473680.0,9403.0,0.0,332.0,Friday,373
9O6cw2jE4Jw,Bong Eats,Shahi Garam Masala Recipe | The Ultimate Bengali Garam Masala Powder,2017-03-31 02:30:01+00:00,"In Bengali cooking, shahi garam masala is especially used to flavour egg, chicken, mutton, lamb, or beef curries. Along with ghee, it may also be used as garnish for several vegetarian preparations. The Bengali garam masala and shahi garam masala are both must-haves in the Bengali kitchen. But if you must pick just one, go the extra mile and keep a small reserve of the shahi version in your arsenal. You’ll be surprised at its transformative powers.

View the FULL RECIPE at https://bongeats.com/recipe/shahi-garam-masala/
______________________________________________
RELATED VIDEOS
Bengali garam masala: https://youtu.be/GqlDz7dQMA0?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Dim'er dalna: https://youtu.be/bMuoNOjW4Wc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Chicken curry: https://youtu.be/u6vCNSosGrc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Bhaja moong dal: https://youtu.be/_7jKLiPOEFo?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to make panch phoron: https://youtu.be/gNj33BZYcPs?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC by Bemanan: https://www.youtube.com/user/bemananmusic",PT2M40S,hd,false,331880.0,6385.0,0.0,170.0,Friday,160
u6vCNSosGrc,Bong Eats,Chicken Curry or Kosha–Bengali-Style | Murgir Mangsho'r Jhol,2017-03-24 02:30:01+00:00,"This chicken curry recipe yields tender chicken pieces in a hot, flavourful, stew-like jhol (curry). It is so versatile that it can be eaten with rice/roti for a hearty weeknight dinner, or as part of an elaborate Sunday lunch.

View the FULL RECIPE at https://bongeats.com/recipe/chicken-curry/
______________________________________________
RELATED VIDEOS
Shahi garam masala: https://youtu.be/9O6cw2jE4Jw?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Dim'er dalna: https://youtu.be/bMuoNOjW4Wc?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Pabda machh'er tel jhol: https://youtu.be/AMfGfjhJFNM?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to cook the perfect rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Luchi: https://youtu.be/qH1kB0u35dI?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC by Bemanan: https://www.youtube.com/user/bemananmusic.
Get the album at https://goo.gl/mMcPeq.",PT8M16S,hd,false,2330344.0,41723.0,0.0,1706.0,Friday,496
o6HHAGIAWVI,Bong Eats,Egg Sandwich—Calcutta Coffee House-Style,2017-03-17 02:30:02+00:00,"These light and airy egg sandwiches à la Calcutta Coffee House make the perfect snack to accompany an evening cup of tea or coffee. Warm, fluffy triangles of bread with a buttery, yellow filling of boiled eggs at its centre, this is, quite possibly, the Coffee House's daintiest dish.

View the FULL RECIPE at https://bongeats.com/recipe/coffee-house-egg-sandwich/

[In this series, we tip our hats to some of our favourite dishes available in the restaurants, cafés, and cabins of Calcutta. Our purpose in doing so is to document their existence, and give people a way to recreate them if they happen to live away from the city. Make these at home, or hunt them down from the source—irrespective of how you get your hands on these items, we hope you enjoy them.]
______________________________________________
RELATED VIDEOS
Moghlai porota: https://youtu.be/i0Vs0hkuuVE?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Doodh Cha: https://youtu.be/ntigmnhKrAY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC by Bemanan: https://www.youtube.com/user/bemananmusic",PT3M2S,hd,false,882219.0,22725.0,0.0,482.0,Friday,182
HJOm7zMTRX0,Bong Eats,Jhuri Aloo Bhaja | Jhiri Jhiri Alu Bhaja | Bengali Shoestring Potato Fries,2017-03-10 03:30:00+00:00,"Jhuri alu bhaja (also known as jhiri jhiri alu bhaja, jurjure alu bhaja,, much muche alu bhaja, kurkure aloo bhaja--all aluding to its crispiness) needs no qualification to occupy a spot in the Bengali cooking canon. Crispy, fried potato juliennes—served alongside some steaming rice, hot dal, and a wedge of lemon—tend to justify their own existence.This step-by-step recipe walks you through the process of making the perfectly crunchy jhuri alu bhaja every single time.

View the FULL RECIPE at https://bongeats.com/recipe/jhuri-alu-bhaja/
______________________________________________
RELATED VIDEOS
Bhaja moong'er dal: https://youtu.be/_7jKLiPOEFo?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Alu sheddho: https://youtu.be/VcK4c7xqbI0?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
Phulkopi bhaja: https://youtu.be/mo1i3fX_4co?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz
How to cook the perfect rice: https://youtu.be/UkzICnqYMrY?list=PLGX3dcCcJDYweaL6mlxJ54UAoKZAjNluz

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats. 

MUSIC by Bemanan: https://www.youtube.com/user/bemananmusic",PT5M40S,hd,true,1681804.0,39267.0,0.0,1105.0,Friday,340
vqtAmpsppi4,Bong Eats,Lau'er Khosha Bhaja | Lau'er Khosha Chhechki | Bengali Bottle Gourd Peel Stir-Fry,2017-03-03 03:30:01+00:00,"This is a simple, quick, and easy stir-fry made from bottle-gourd peels. The lau’er khosha bhaja is as nutritious as it is delicious. This recipe is part of that tradition in Bengali cooking which was born out of hardship. It makes use of vegetable parts that would otherwise have been thrown away—the lau’er khosha or peels of bottle gourd.

View the FULL RECIPE at https://bongeats.com/recipe/lauer-khosha-bhaja/",PT4M45S,hd,false,281157.0,5596.0,0.0,281.0,Friday,285
